project,req_id,text,type,priority,hybrid_label,source,filename,n_chars,n_words
Android Tabanl Biyometrik Ogrenci Devam Sistemi,5,"Sistem, alınan yoklamayı tarih, ders ve sınıf bazında veritabanına kaydederek admin ve öğretmenlerin öğrenci yoklama listelerini görüntüleyebilmesini sağlamalıdır.",FR,Must,FR-Must,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,163,18
Android Tabanl Biyometrik Ogrenci Devam Sistemi,6,"Sistem, adminin öğrencilerin akademik notlarını (test, ödev, sınav, final vb.) eklemesine, güncellemesine ve silmesine olanak tanımalıdır.",FR,Should,FR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,138,16
Android Tabanl Biyometrik Ogrenci Devam Sistemi,7,"Sistem, adminin ders ve konu (subject) kayıtlarını yönetmesine ve bunları sınıf/grade bazında ilişkilendirmesine izin vermelidir.",FR,Should,FR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,129,15
Android Tabanl Biyometrik Ogrenci Devam Sistemi,8,"Sistem, admin ve veliler arasında randevu taleplerini (uygulama üzerinden talep, cevap, durum güncelleme) yönetebilecek bir randevu modülü sağlamalıdır.",FR,Should,FR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,152,18
Android Tabanl Biyometrik Ogrenci Devam Sistemi,9,"Sistem, veli tarafından yapılan öğrenci izin (leave) başvurularını adminin görüntülemesine, onaylamasına veya reddetmesine ve buna ilişkin not/mesaj göndermesine imkan vermelidir.",FR,Should,FR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,179,20
Android Tabanl Biyometrik Ogrenci Devam Sistemi,10,"Sistem, öğrencinin devamsızlık oranı %80’in altına düştüğünde veya akademik başarı %60’ın altına indiğinde velilere uyarı mektubu (warning letter) oluşturup listeleyebilmelidir.",FR,Should,FR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,177,20
Android Tabanl Biyometrik Ogrenci Devam Sistemi,11,"Sistem, adminin tıbbi raporları (medical certificates) görüntülemesine ve bu raporlarla ilgili onay/ret ve açıklama notu göndermesine yönelik ek arayüzler sağlayabilir.",FR,Could,FR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,168,20
Android Tabanl Biyometrik Ogrenci Devam Sistemi,12,"Sistem, öğretmen ve velilerin admin’e/okula şikayet (complaint) ekleyebileceği ve adminin bunlara yanıt verebileceği detaylı şikayet takip modülü sunabilir.",FR,Could,FR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,156,18
Android Tabanl Biyometrik Ogrenci Devam Sistemi,13,"Sistem, belirli tarih aralıkları için (örneğin 2/4/6 aylık) otomatik yoklama ve akademik raporlar üretip PDF/Excel olarak dışa aktarım yeteneği sunabilir.",FR,Could,FR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,154,20
Android Tabanl Biyometrik Ogrenci Devam Sistemi,14,"Sistem, uyarı mektuplarına verilen veli cevaplarını ayrı bir ekranda özetleyerek adminin bunları toplu şekilde incelemesini sağlayabilir.",FR,Could,FR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,137,16
Android Tabanl Biyometrik Ogrenci Devam Sistemi,15,"Sistem, mobil uygulama üzerinden öğretmene özel bildirimler (yeni randevu isteği, yeni şikayet, not güncelleme hatırlatıcısı vb.) gönderebilir.",FR,Could,FR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,143,17
Android Tabanl Biyometrik Ogrenci Devam Sistemi,16,"Sistem, parmak izi ve öğrenci bilgileri gibi hassas verileri SQL Server veritabanında güvenli biçimde saklamalı ve yetkisiz erişimi engellemelidir.",NFR,Must,NFR-Must,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,147,19
Android Tabanl Biyometrik Ogrenci Devam Sistemi,17,"Android uygulaması, desteklenen cihazlarda (Android 6.0 ve üzeri) biyometrik doğrulama ve yoklama işlemlerini birkaç saniye içinde tamamlayacak performansa sahip olmalıdır.",NFR,Must,NFR-Must,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,172,20
Android Tabanl Biyometrik Ogrenci Devam Sistemi,18,"Uygulama, admin, veli ve öğretmen rollerine göre yetkilendirme yapmalı ve her rol sadece kendine ait modüllere erişebilmelidir.",NFR,Must,NFR-Must,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,127,17
Android Tabanl Biyometrik Ogrenci Devam Sistemi,19,"Sistem, yoklama ve not girişleri sırasında beklenmeyen hatalar nedeniyle çökme veya veri kaybı yaşamayacak şekilde kararlı çalışmalıdır.",NFR,Must,NFR-Must,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,136,17
Android Tabanl Biyometrik Ogrenci Devam Sistemi,20,"Giriş (login), şifre değiştirme ve “şifremi unuttum” akışları, kayıtlı e-posta adresine bağlantı gönderimi de dahil olmak üzere güvenli parola yönetimi ilkelerine uygun tasarlanmalıdır.",NFR,Must,NFR-Must,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,185,23
Android Tabanl Biyometrik Ogrenci Devam Sistemi,21,"Android uygulama arayüzü, farklı ekran boyutlarında (telefon, küçük tablet) okunabilir ve kullanıcı dostu olacak şekilde tasarlanmalıdır.",NFR,Should,NFR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,137,16
Android Tabanl Biyometrik Ogrenci Devam Sistemi,22,"Sistem, büyük öğrenci sayısına sahip okullarda dahi yoklama ve rapor sorgularını makul sürede yanıtlayabilecek şekilde veritabanı sorgularını optimize etmelidir.",NFR,Should,NFR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,161,19
Android Tabanl Biyometrik Ogrenci Devam Sistemi,23,"Kod tabanı, modüler bir mimariyle (Admin, Parent, Teacher modülleri; Attendance, Academics, Leaves vb.) organize edilmeli ve bakım/geliştirme süreçlerini kolaylaştırmalıdır.",NFR,Should,NFR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,173,19
Android Tabanl Biyometrik Ogrenci Devam Sistemi,24,"Sistem, zaman damgalı loglar tutarak giriş-çıkış, yoklama alma ve not güncelleme gibi kritik işlemleri denetlenebilir kılmalıdır.",NFR,Should,NFR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,129,16
Android Tabanl Biyometrik Ogrenci Devam Sistemi,25,"Uygulama, düşük ağ bağlantısı koşullarında dahi temel ekranları yükleyebilmeli ve ağ hatalarında kullanıcıyı bilgilendiren anlamlı hata mesajları göstermelidir.",NFR,Should,NFR-Should,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,160,18
Android Tabanl Biyometrik Ogrenci Devam Sistemi,26,"Sistem, ileride çoklu dil desteği (örneğin İngilizce dışında yerel diller) eklenebilecek şekilde metinleri yapılandırma dosyalarından yönetebilir.",NFR,Could,NFR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,146,16
Android Tabanl Biyometrik Ogrenci Devam Sistemi,27,"Sistem, okulun büyüklüğüne göre yatay veya dikey olarak ölçeklenebilecek sunucu mimarilerine (örneğin bulut tabanlı dağıtım) uyumlu tasarlanabilir.",NFR,Could,NFR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,147,17
Android Tabanl Biyometrik Ogrenci Devam Sistemi,28,"Uygulama, veli ve öğretmenler için bildirim tercihleri (hangi bildirimleri ne şekilde almak istedikleri) tanımlanmasına izin verebilir.",NFR,Could,NFR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,135,16
Android Tabanl Biyometrik Ogrenci Devam Sistemi,29,"Sistem, Android uygulaması ve sunucu bileşenlerini Docker vb. araçlarla paketleyerek farklı ortamlara hızlı kurulum imkânı sağlayabilir.",NFR,Could,NFR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,136,16
Android Tabanl Biyometrik Ogrenci Devam Sistemi,30,"Sistem, gelecekte web tabanlı bir yönetim paneli veya ek raporlama araçları eklemeye uygun esnek bir mimariye sahip olabilir.",NFR,Could,NFR-Could,ETU,Android Tabanl Biyometrik Ogrenci Devam Sistemi.xml,125,18
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,1,"Sistem, kullanıcıdan alınan finans ve ekonomi sorularını RAG pipeline’ına aktararak ilgili bağlamı arayabilmelidir.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,115,13
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,2,"Retriever bileşeni, Pinecone vektör veritabanındaki semantik embedding’ler üzerinden en alakalı içerikleri seçebilmelidir.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,122,12
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,3,"SEA-LION LLM, retriever tarafından sağlanan bağlamı kullanarak Malezya pazarına özel cevaplar üretebilmelidir.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,110,12
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,4,"Sistem, 800’den fazla Malezya borsası şirketine ait raporları Amazon S3 üzerinde güvenli biçimde saklayabilmelidir.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,115,14
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,5,"Veri işleme modülü, PDF ve metin raporlarını küçük semantik parçalara ayırarak chunking işlemi yapmalıdır.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,106,14
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,6,"Sistem, her chunk için embedding üretip vektör veritabanına kaydetmelidir.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,74,9
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,7,"Metadata zenginleştirme modülü, kaynak türü, şirket tipi, tarih ve kategori gibi alanları otomatik eklemelidir.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,111,14
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,8,"Model, Malayca–İngilizce karışık soruları yorumlayıp doğru bağlamsal eşleşmeleri yapabilmelidir.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,96,9
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,9,"Sistem, kullanıcıya verilen cevabın doğruluğunu artırmak için sektör-spesifik terimler sözlüğünü dahil etmelidir.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,113,12
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,10,"Feedback modülü, kullanıcı memnuniyeti puanlarını toplayarak model iyileştirmesine katkı sağlamalıdır.",FR,Must,FR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,102,10
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,11,"RAG sistemi, kullanıcı sorusuna göre yıllık raporlar, broker analizleri veya piyasa trendlerini önceliklendirebilmelidir.",FR,Should,FR-Should,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,121,13
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,12,"Sistem, yanlış veya düşük güvenilirlikli çıkarımlar için uyarı verebilmeli ve ek açıklama isteyebilmelidir.",FR,Should,FR-Should,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,107,13
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,13,"Platform, özel sektörlere yönelik sık sorulan sorular için önceden hazırlanmış şablon yanıtlar üretebilmelidir.",FR,Should,FR-Should,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,111,13
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,14,"Chat arayüzü, oluşturulan finansal analiz çıktısını yapılandırılmış biçimde (tablo, liste vb.) sunabilmelidir.",FR,Should,FR-Should,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,110,12
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,15,"Sistem, kullanıcı için sektör bazlı otomatik rapor özetleri oluşturabilir.",FR,Could,FR-Could,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,74,9
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,16,Tüm RAG işlemleri düşük gecikme sürelerinde çalışmalı ve kullanıcı deneyimi kesintisiz olmalıdır.,NFR,Must,NFR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,97,12
Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets,17,"Amazon S3’te saklanan veriler, veri gizliliği ve kurumsal güvenlik standartlarına uygun şekilde korunmalıdır.",NFR,Must,NFR-Must,Translated,Applying Retrieval-Augmented Generation (RAG) for Enhanced GPT Knowledge on ASEAN Markets.xml,109,13
